"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","13 Jan 2021","47","0.50"
"MFP","13 Jan 2021","48","0.50"
"MFP","14 Jan 2021","1","0.01"
"MFP","14 Jan 2021","2","0.01"
"MFP","14 Jan 2021","3","0.01"
"MFP","14 Jan 2021","4","0.01"
"MFP","14 Jan 2021","5","0.01"
"MFP","14 Jan 2021","6","0.01"
"MFP","14 Jan 2021","7","0.01"
"MFP","14 Jan 2021","8","0.01"
"MFP","14 Jan 2021","9","0.01"
"MFP","14 Jan 2021","10","0.01"
"MFP","14 Jan 2021","11","0.01"
"MFP","14 Jan 2021","12","0.01"
"MFP","14 Jan 2021","13","1.20"
"MFP","14 Jan 2021","14","1.33"
"MFP","14 Jan 2021","15","2.88"
"MFP","14 Jan 2021","16","8.00"
"MFP","14 Jan 2021","17","8.00"
"MFP","14 Jan 2021","18","8.00"
"MFP","14 Jan 2021","19","8.00"
"MFP","14 Jan 2021","20","9.88"
"MFP","14 Jan 2021","21","3.03"
"MFP","14 Jan 2021","22","2.97"
"MFP","14 Jan 2021","23","1.88"
"MFP","14 Jan 2021","24","1.33"
"MFP","14 Jan 2021","25","1.33"
"MFP","14 Jan 2021","26","1.33"
"MFP","14 Jan 2021","27","1.33"
"MFP","14 Jan 2021","28","8.00"
"MFP","14 Jan 2021","29","9.84"
"MFP","14 Jan 2021","30","2.97"
"MFP","14 Jan 2021","31","2.96"
"MFP","14 Jan 2021","32","2.97"
"MFP","14 Jan 2021","33","9.83"
"MFP","14 Jan 2021","34","2.97"
