"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","13 Feb 2021","15","10.49"
"MFP","13 Feb 2021","16","11.59"
"MFP","13 Feb 2021","17","12.55"
"MFP","13 Feb 2021","18","14.18"
"MFP","13 Feb 2021","19","11.83"
"MFP","13 Feb 2021","20","12.28"
"MFP","13 Feb 2021","21","11.41"
"MFP","13 Feb 2021","22","9.79"
"MFP","13 Feb 2021","23","8.64"
"MFP","13 Feb 2021","24","8.60"
"MFP","13 Feb 2021","25","9.11"
"MFP","13 Feb 2021","26","9.40"
"MFP","13 Feb 2021","27","10.40"
"MFP","13 Feb 2021","28","10.84"
"MFP","13 Feb 2021","29","10.89"
"MFP","13 Feb 2021","30","10.72"
"MFP","13 Feb 2021","31","11.00"
"MFP","13 Feb 2021","32","12.00"
"MFP","13 Feb 2021","33","12.08"
"MFP","13 Feb 2021","34","13.06"
"MFP","13 Feb 2021","35","13.06"
"MFP","13 Feb 2021","36","13.33"
"MFP","13 Feb 2021","37","14.54"
"MFP","13 Feb 2021","38","15.00"
"MFP","13 Feb 2021","39","17.87"
"MFP","13 Feb 2021","40","19.87"
"MFP","13 Feb 2021","41","19.87"
"MFP","13 Feb 2021","42","17.87"
"MFP","13 Feb 2021","43","16.88"
"MFP","13 Feb 2021","44","11.19"
"MFP","13 Feb 2021","45","10.49"
"MFP","13 Feb 2021","46","9.99"
"MFP","13 Feb 2021","47","9.99"
"MFP","13 Feb 2021","48","9.88"
"MFP","14 Feb 2021","1","9.88"
"MFP","14 Feb 2021","2","8.00"
"MFP","14 Feb 2021","3","5.49"
"MFP","14 Feb 2021","4","1.05"
"MFP","14 Feb 2021","5","0.88"
"MFP","14 Feb 2021","6","1.33"
"MFP","14 Feb 2021","7","4.84"
"MFP","14 Feb 2021","8","1.33"
"MFP","14 Feb 2021","9","1.20"
"MFP","14 Feb 2021","10","1.28"
"MFP","14 Feb 2021","11","0.88"
"MFP","14 Feb 2021","12","5.40"
"MFP","14 Feb 2021","13","8.34"
"MFP","14 Feb 2021","14","8.00"
"MFP","14 Feb 2021","15","10.49"
"MFP","14 Feb 2021","16","10.89"
"MFP","14 Feb 2021","17","13.33"
"MFP","14 Feb 2021","18","15.79"
"MFP","14 Feb 2021","19","12.40"
"MFP","14 Feb 2021","20","12.44"
"MFP","14 Feb 2021","21","12.05"
"MFP","14 Feb 2021","22","11.12"
"MFP","14 Feb 2021","23","11.33"
"MFP","14 Feb 2021","24","11.30"
"MFP","14 Feb 2021","25","11.60"
"MFP","14 Feb 2021","26","11.60"
"MFP","14 Feb 2021","27","12.57"
"MFP","14 Feb 2021","28","13.33"
"MFP","14 Feb 2021","29","13.33"
"MFP","14 Feb 2021","30","13.41"
"MFP","14 Feb 2021","31","13.04"
"MFP","14 Feb 2021","32","13.03"
