"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","12 Mar 2021","38","13.33"
"MFP","12 Mar 2021","39","15.38"
"MFP","12 Mar 2021","40","16.07"
"MFP","12 Mar 2021","41","8.74"
"MFP","12 Mar 2021","42","13.73"
"MFP","12 Mar 2021","43","10.49"
"MFP","12 Mar 2021","44","9.27"
"MFP","12 Mar 2021","45","6.20"
"MFP","12 Mar 2021","46","3.23"
"MFP","12 Mar 2021","47","3.05"
"MFP","12 Mar 2021","48","1.28"
"MFP","13 Mar 2021","1","1.00"
"MFP","13 Mar 2021","2","1.00"
"MFP","13 Mar 2021","3","0.90"
"MFP","13 Mar 2021","4","0.90"
"MFP","13 Mar 2021","5","0.90"
"MFP","13 Mar 2021","6","0.90"
"MFP","13 Mar 2021","7","0.90"
"MFP","13 Mar 2021","8","0.90"
"MFP","13 Mar 2021","9","0.90"
"MFP","13 Mar 2021","10","0.90"
"MFP","13 Mar 2021","11","0.90"
"MFP","13 Mar 2021","12","1.24"
"MFP","13 Mar 2021","13","2.70"
"MFP","13 Mar 2021","14","2.70"
"MFP","13 Mar 2021","15","8.31"
"MFP","13 Mar 2021","16","8.49"
"MFP","13 Mar 2021","17","8.74"
"MFP","13 Mar 2021","18","8.70"
"MFP","13 Mar 2021","19","8.86"
"MFP","13 Mar 2021","20","9.16"
"MFP","13 Mar 2021","21","8.33"
"MFP","13 Mar 2021","22","7.39"
"MFP","13 Mar 2021","23","7.60"
"MFP","13 Mar 2021","24","4.56"
"MFP","13 Mar 2021","25","6.57"
"MFP","13 Mar 2021","26","4.25"
"MFP","13 Mar 2021","27","6.30"
"MFP","13 Mar 2021","28","4.90"
"MFP","13 Mar 2021","29","4.90"
"MFP","13 Mar 2021","30","4.09"
"MFP","13 Mar 2021","31","6.57"
"MFP","13 Mar 2021","32","5.57"
"MFP","13 Mar 2021","33","3.99"
"MFP","13 Mar 2021","34","6.30"
"MFP","13 Mar 2021","35","4.25"
"MFP","13 Mar 2021","36","4.90"
"MFP","13 Mar 2021","37","8.84"
"MFP","13 Mar 2021","38","9.12"
"MFP","13 Mar 2021","39","6.34"
"MFP","13 Mar 2021","40","6.30"
"MFP","13 Mar 2021","41","6.20"
"MFP","13 Mar 2021","42","5.57"
"MFP","13 Mar 2021","43","5.14"
"MFP","13 Mar 2021","44","6.20"
"MFP","13 Mar 2021","45","3.06"
"MFP","13 Mar 2021","46","1.33"
"MFP","13 Mar 2021","47","1.92"
"MFP","13 Mar 2021","48","1.33"
"MFP","14 Mar 2021","1","1.00"
"MFP","14 Mar 2021","2","0.90"
"MFP","14 Mar 2021","3","0.90"
"MFP","14 Mar 2021","4","0.90"
"MFP","14 Mar 2021","5","0.90"
"MFP","14 Mar 2021","6","0.90"
"MFP","14 Mar 2021","7","0.90"
"MFP","14 Mar 2021","8","0.88"
"MFP","14 Mar 2021","9","0.90"
"MFP","14 Mar 2021","10","0.90"
"MFP","14 Mar 2021","11","0.88"
"MFP","14 Mar 2021","12","1.33"
"MFP","14 Mar 2021","13","4.65"
"MFP","14 Mar 2021","14","4.45"
"MFP","14 Mar 2021","15","8.29"
"MFP","14 Mar 2021","16","8.29"
"MFP","14 Mar 2021","17","8.07"
"MFP","14 Mar 2021","18","8.12"
"MFP","14 Mar 2021","19","8.12"
"MFP","14 Mar 2021","20","2.70"
"MFP","14 Mar 2021","21","2.00"
"MFP","14 Mar 2021","22","1.20"
"MFP","14 Mar 2021","23","1.20"
"MFP","14 Mar 2021","24","1.28"
"MFP","14 Mar 2021","25","1.20"
"MFP","14 Mar 2021","26","1.20"
"MFP","14 Mar 2021","27","1.33"
"MFP","14 Mar 2021","28","1.33"
"MFP","14 Mar 2021","29","2.29"
"MFP","14 Mar 2021","30","2.19"
"MFP","14 Mar 2021","31","2.19"
"MFP","14 Mar 2021","32","2.09"
"MFP","14 Mar 2021","33","2.09"
"MFP","14 Mar 2021","34","2.70"
