"INFORMATION TYPE","DATE","PERIOD","PRICE ($/MWh)"
"MFP","14 Nov 2021","3","1.33"
"MFP","14 Nov 2021","4","1.33"
"MFP","14 Nov 2021","5","1.33"
"MFP","14 Nov 2021","6","1.33"
"MFP","14 Nov 2021","7","1.33"
"MFP","14 Nov 2021","8","1.28"
"MFP","14 Nov 2021","9","1.33"
"MFP","14 Nov 2021","10","1.33"
"MFP","14 Nov 2021","11","1.33"
"MFP","14 Nov 2021","12","9.88"
"MFP","14 Nov 2021","13","10.00"
"MFP","14 Nov 2021","14","10.00"
"MFP","14 Nov 2021","15","12.12"
"MFP","14 Nov 2021","16","12.12"
"MFP","14 Nov 2021","17","12.12"
"MFP","14 Nov 2021","18","13.33"
"MFP","14 Nov 2021","19","12.12"
"MFP","14 Nov 2021","20","10.70"
"MFP","14 Nov 2021","21","12.12"
"MFP","14 Nov 2021","22","11.33"
"MFP","14 Nov 2021","23","10.00"
"MFP","14 Nov 2021","24","10.00"
"MFP","14 Nov 2021","25","10.00"
"MFP","14 Nov 2021","26","10.00"
"MFP","14 Nov 2021","27","10.70"
"MFP","14 Nov 2021","28","11.19"
"MFP","14 Nov 2021","29","12.12"
"MFP","14 Nov 2021","30","12.12"
"MFP","14 Nov 2021","31","12.12"
"MFP","14 Nov 2021","32","12.12"
"MFP","14 Nov 2021","33","12.12"
"MFP","14 Nov 2021","34","12.12"
