"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESB","26 Jul 2021","40","0.05"
"MRP","PRIRESB","26 Jul 2021","41","0.05"
"MRP","PRIRESB","26 Jul 2021","42","0.05"
"MRP","PRIRESB","26 Jul 2021","43","0.05"
"MRP","PRIRESB","26 Jul 2021","44","0.05"
"MRP","PRIRESB","26 Jul 2021","45","0.02"
"MRP","PRIRESB","26 Jul 2021","46","0.02"
"MRP","PRIRESB","26 Jul 2021","47","0.05"
"MRP","PRIRESB","26 Jul 2021","48","1.33"
"MRP","PRIRESC","26 Jul 2021","1","0.04"
"MRP","PRIRESC","26 Jul 2021","2","0.04"
"MRP","PRIRESC","26 Jul 2021","3","0.02"
"MRP","PRIRESC","26 Jul 2021","4","0.01"
"MRP","PRIRESC","26 Jul 2021","5","0.01"
"MRP","PRIRESC","26 Jul 2021","6","0.01"
"MRP","PRIRESC","26 Jul 2021","7","0.04"
"MRP","PRIRESC","26 Jul 2021","8","0.04"
"MRP","PRIRESC","26 Jul 2021","9","0.04"
"MRP","PRIRESC","26 Jul 2021","10","0.01"
"MRP","PRIRESC","26 Jul 2021","11","0.04"
"MRP","PRIRESC","26 Jul 2021","12","0.44"
"MRP","PRIRESC","26 Jul 2021","13","0.06"
"MRP","PRIRESC","26 Jul 2021","14","0.04"
"MRP","PRIRESC","26 Jul 2021","15","0.04"
"MRP","PRIRESC","26 Jul 2021","16","0.04"
"MRP","PRIRESC","26 Jul 2021","17","0.04"
"MRP","PRIRESC","26 Jul 2021","18","0.04"
"MRP","PRIRESC","26 Jul 2021","19","0.04"
"MRP","PRIRESC","26 Jul 2021","20","0.12"
"MRP","PRIRESC","26 Jul 2021","21","0.66"
"MRP","PRIRESC","26 Jul 2021","22","0.12"
"MRP","PRIRESC","26 Jul 2021","23","0.12"
"MRP","PRIRESC","26 Jul 2021","24","0.04"
"MRP","PRIRESC","26 Jul 2021","25","0.04"
"MRP","PRIRESC","26 Jul 2021","26","0.04"
"MRP","PRIRESC","26 Jul 2021","27","0.04"
"MRP","PRIRESC","26 Jul 2021","28","0.04"
"MRP","PRIRESC","26 Jul 2021","29","0.04"
"MRP","PRIRESC","26 Jul 2021","30","0.04"
"MRP","PRIRESC","26 Jul 2021","31","0.06"
"MRP","PRIRESC","26 Jul 2021","32","0.04"
"MRP","PRIRESC","26 Jul 2021","33","0.04"
"MRP","PRIRESC","26 Jul 2021","34","0.04"
"MRP","PRIRESC","26 Jul 2021","35","0.04"
"MRP","PRIRESC","26 Jul 2021","36","0.04"
"MRP","PRIRESC","26 Jul 2021","37","0.04"
"MRP","PRIRESC","26 Jul 2021","38","0.04"
"MRP","PRIRESC","26 Jul 2021","39","0.04"
"MRP","PRIRESC","26 Jul 2021","40","0.04"
"MRP","PRIRESC","26 Jul 2021","41","0.04"
"MRP","PRIRESC","26 Jul 2021","42","0.04"
"MRP","PRIRESC","26 Jul 2021","43","0.04"
"MRP","PRIRESC","26 Jul 2021","44","0.04"
"MRP","PRIRESC","26 Jul 2021","45","0.02"
"MRP","PRIRESC","26 Jul 2021","46","0.02"
"MRP","PRIRESC","26 Jul 2021","47","0.04"
"MRP","PRIRESC","26 Jul 2021","48","1.17"
"MRP","PRIRESD","26 Jul 2021","1","0.04"
"MRP","PRIRESD","26 Jul 2021","2","0.04"
"MRP","PRIRESD","26 Jul 2021","3","0.01"
"MRP","PRIRESD","26 Jul 2021","4","0.01"
"MRP","PRIRESD","26 Jul 2021","5","0.01"
"MRP","PRIRESD","26 Jul 2021","6","0.01"
"MRP","PRIRESD","26 Jul 2021","7","0.04"
"MRP","PRIRESD","26 Jul 2021","8","0.04"
"MRP","PRIRESD","26 Jul 2021","9","0.04"
"MRP","PRIRESD","26 Jul 2021","10","0.01"
"MRP","PRIRESD","26 Jul 2021","11","0.04"
"MRP","PRIRESD","26 Jul 2021","12","0.35"
"MRP","PRIRESD","26 Jul 2021","13","0.05"
"MRP","PRIRESD","26 Jul 2021","14","0.04"
"MRP","PRIRESD","26 Jul 2021","15","0.04"
"MRP","PRIRESD","26 Jul 2021","16","0.04"
"MRP","PRIRESD","26 Jul 2021","17","0.04"
"MRP","PRIRESD","26 Jul 2021","18","0.04"
"MRP","PRIRESD","26 Jul 2021","19","0.04"
"MRP","PRIRESD","26 Jul 2021","20","0.10"
"MRP","PRIRESD","26 Jul 2021","21","0.53"
"MRP","PRIRESD","26 Jul 2021","22","0.10"
"MRP","PRIRESD","26 Jul 2021","23","0.10"
"MRP","PRIRESD","26 Jul 2021","24","0.04"
"MRP","PRIRESD","26 Jul 2021","25","0.04"
"MRP","PRIRESD","26 Jul 2021","26","0.04"
"MRP","PRIRESD","26 Jul 2021","27","0.04"
"MRP","PRIRESD","26 Jul 2021","28","0.04"
"MRP","PRIRESD","26 Jul 2021","29","0.04"
"MRP","PRIRESD","26 Jul 2021","30","0.04"
