"INFORMATION TYPE","RESERVE GROUP","DATE","PERIOD","PRICE ($/MWh)"
"MRP","PRIRESD","01 Feb 2021","37","0.79"
"MRP","PRIRESD","01 Feb 2021","38","0.79"
"MRP","PRIRESD","01 Feb 2021","39","1.13"
"MRP","PRIRESD","01 Feb 2021","40","0.59"
"MRP","PRIRESD","01 Feb 2021","41","0.79"
"MRP","PRIRESD","01 Feb 2021","42","0.73"
"MRP","PRIRESD","01 Feb 2021","43","0.53"
"MRP","PRIRESD","01 Feb 2021","44","0.53"
"MRP","PRIRESD","01 Feb 2021","45","0.58"
"MRP","PRIRESD","01 Feb 2021","46","0.78"
"MRP","PRIRESD","01 Feb 2021","47","0.94"
"MRP","PRIRESD","01 Feb 2021","48","1.13"
"MRP","PRIRESE","01 Feb 2021","1","0.88"
"MRP","PRIRESE","01 Feb 2021","2","0.91"
"MRP","PRIRESE","01 Feb 2021","3","0.44"
"MRP","PRIRESE","01 Feb 2021","4","0.47"
"MRP","PRIRESE","01 Feb 2021","5","0.44"
"MRP","PRIRESE","01 Feb 2021","6","1.22"
"MRP","PRIRESE","01 Feb 2021","7","0.47"
"MRP","PRIRESE","01 Feb 2021","8","0.44"
"MRP","PRIRESE","01 Feb 2021","9","0.44"
"MRP","PRIRESE","01 Feb 2021","10","0.47"
"MRP","PRIRESE","01 Feb 2021","11","0.44"
"MRP","PRIRESE","01 Feb 2021","12","0.32"
"MRP","PRIRESE","01 Feb 2021","13","0.39"
"MRP","PRIRESE","01 Feb 2021","14","0.39"
"MRP","PRIRESE","01 Feb 2021","15","0.44"
"MRP","PRIRESE","01 Feb 2021","16","0.25"
"MRP","PRIRESE","01 Feb 2021","17","0.33"
"MRP","PRIRESE","01 Feb 2021","18","0.33"
"MRP","PRIRESE","01 Feb 2021","19","0.33"
"MRP","PRIRESE","01 Feb 2021","20","0.18"
"MRP","PRIRESE","01 Feb 2021","21","0.18"
"MRP","PRIRESE","01 Feb 2021","22","0.22"
"MRP","PRIRESE","01 Feb 2021","23","0.25"
"MRP","PRIRESE","01 Feb 2021","24","0.24"
"MRP","PRIRESE","01 Feb 2021","25","0.18"
"MRP","PRIRESE","01 Feb 2021","26","0.22"
"MRP","PRIRESE","01 Feb 2021","27","0.25"
"MRP","PRIRESE","01 Feb 2021","28","0.24"
"MRP","PRIRESE","01 Feb 2021","29","0.22"
"MRP","PRIRESE","01 Feb 2021","30","0.22"
"MRP","PRIRESE","01 Feb 2021","31","0.25"
"MRP","PRIRESE","01 Feb 2021","32","0.24"
"MRP","PRIRESE","01 Feb 2021","33","0.24"
"MRP","PRIRESE","01 Feb 2021","34","0.22"
"MRP","PRIRESE","01 Feb 2021","35","0.15"
"MRP","PRIRESE","01 Feb 2021","36","0.25"
"MRP","PRIRESE","01 Feb 2021","37","0.33"
"MRP","PRIRESE","01 Feb 2021","38","0.33"
"MRP","PRIRESE","01 Feb 2021","39","0.47"
"MRP","PRIRESE","01 Feb 2021","40","0.25"
